sent_id,symbol,pub_date,lang,elr,prob,present,technology,technologies,subject_ok,verb_from_list,verb,tier,text
ABCO|2023-04-05|Declarations|jsc-rep_DeclarationFromBoardOfDirectorsThatThereAreNoSubstantialMattersDisaffectingCompanysContinuityDuringNextFiscalYear|0|en|0,ABCO,2023-04-05,en,Declarations,0.9983,1,XBRL,XBRL,False,False,,1,"Representation of the Board of Directors The Board of Directors of Bank ABC in Jordan represents, as far as it knows and believes, that there are no fundamental issues that could affect the Bank’s ability to continue its activity throughout the next fiscal year of 2023. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded to the XBRL system."
ABCO|2023-04-05|Declarations|jsc-rep_DisclosureOfOtherDeclarations|0|en|0,ABCO,2023-04-05,en,Declarations,0.9984,1,XBRL,XBRL,False,False,,1,Representation of the Board of Directors The Board of Directors of Bank ABC in Jordan acknowledge that they have not received personally or any of their relatives any materialistic or in-kind benefits during their work at the Bank and have not disclosed them for the year 2022. * Signatures are included in the PDF version of the annual report in Arabic that has been uploaded to the XBRL system.
ABCO|2023-04-05|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|en|6,ABCO,2023-04-05,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,utilise,1,The application is supported by Bank ABC Jordan and utilizes artificial intelligence and data analysis in its design.
ABCO|2023-04-05|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|22,ABCO,2023-04-05,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,utilise,1,"The application utilizes artificial intelligence and data analysis in its design, which makes it user-friendly and achieves its purpose of attracting and serving a wider group of users, including millennials, and other age groups of the Jordanian society."
ABCO|2023-04-05|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|en|0,ABCO,2023-04-05,en,DisclosuresDirectorsReport,0.0006,0,none,,False,False,,0,"Number of employees of the Bank and the Arab Co-operation Financial Investments Co. and their qualifications No. of Employees of the Arab Co-operation Financial Investments Co . No. of Bank Employees Degree - 2 PhD 8 47 Masters - - Higher Diploma 21 423 Bachelor 3 35 Diploma - 5 General Secondary Education 1 21 Below General Secondary Education 33 533 Total no. of employees Qualification and training programs for employees of the Bank and the Arab Co-operation Financial Investments Co. 176 courses were organized in-house, externally and in the Bank’s training centre with the participation of 4, 961 employees, as detailed below: The Bank and the Arab Co-operation Financial Investments Co. The Bank and the Arab Co-operation Financial Investments Co. Description No. of Participants # of courses Type of training course 1,865 59 Courses provided by the Bank’s training centre 422 89 Courses provided by local institutes in Jordan - - Courses provided by institutes abroad 2,674 28 Online courses (e-learning) 4, 961 176 Total Types of courses # Course Type No. of Participants 1 Human resources and skills development courses 152 2 Banking marketing, credit cards and customer service courses 449 3 Participation in local and external conferences and meetings 25 4 Investment and treasury operations courses 5 5 Banking risks and crises management, audit, monitoring, compliance control and anti-money laundering courses 2,371 6 Information technology and systems courses 1,842 7 Banking facilities and project financing courses 6 8 Internal and external banking operations courses 33 9 Courses on laws, regulations and instructions 70 10 Accounting courses 8 Total 4,961 * The organizational structure for the Bank and ABCI couldn’t be uploaded correctly (proper copy has been included in the PDF copy of the Annual Report that has been uploaded on XBRL system) ABCJ Organisational Chart ABCI Board of Directors Board Committees Board Risk Committee (BRC) Audit Committee Board Secretary Compliance Committee General Manager Internal Audit Management Committees Compliance Deputy General Manager Treasury Wholesale Banking Group Retail Banking Group Credit Dept Human Resources Dept Legal Affairs Dept Financial Control Dept Support Group Risk Management Dept Corporates Coverage Consumers Banking Corporate Services Department Transaction Banking ila Jordan Procurement Supplies Department Financial Institutions Coverage Consumers Credit Banking Corporate Communications Department Small and Medium Enterprises Projects Management & Organization Unit Middle Office Information Technology Business Development Operations Management Operational Control Cyber and Information Security Dept Business Continuity Plan ABCI Organisational Chart ABCJ Board ABCI Board of Directors ABCJ Compliance Department Chief Executive Officer Compliance ABCJ Legal affairs Department Brokerage Management Support Management Local Brokerage Department Credit Department Human Resources and Administrative Affairs Department Operations Control Department Operations Department Regional and International Brokerage Department Financial control Department Customer Service Department Legal affairs Department"
ABCO|2023-04-05|NotesListOfNotes|ifrs-full_DisclosureOfSummaryOfSignificantAccountingPoliciesExplanatory|0|ar|72,ABCO,2023-04-05,ar,NotesListOfNotes,0.9986,1,Big Data,Big Data,False,False,,1,تم تطوير العلاقات المتوقعة بين مؤشرات الاقتصاد الكلي الرئيسية ومعدلات التخلف عن السداد لمحافظ الموجودات المالية المعنية بناءً على تحليل البيانات التاريخية على مدى السنوات الخمسة الماضية.
AEIV|2021-05-04|CorporateGovernanceReport|jsc-rep_DisclosureOfNameOfChairmanAndMembersOfAuditCommitteeAndADescriptionOfTheirQualificationsAndExperienceInFinancialOrAccountingMatters|0|ar|1,AEIV,2021-05-04,ar,CorporateGovernanceReport,0.0009,0,none,,False,False,,0,وكان حضور أعضاء اللجنة كما يلي : الرقم اسماء الاعضاء الصفة حضور إجتماعات مؤهلاتهم و خبراتهم 1 السيد / بكر صديق عمر ابو سيدو بكالوريوس إدارة أعمال ( 1998 ) ماجستير إدارة أعمال 2011 رئيس اللجنة 4 عضو مجلس ادارة شركة جراسيا للتأمين نائب رئيس مجلس ادارة ومدير عام مجموعة تونيلي للدواجن / رومانيا عضو لجنة الاستثمار والتدقيق لمجموعة تونيلي (رومانيا) مدير عام شركة سيليكت نوثربكوم للانتاج الزراعي والاعلاف / رومانيا نائب رئيس مجلس ادارة سيدو يونيون للتطوير العقاري (رومانيا) مدير عام شركة اميال للمقاولات (دبي) 2 الدكتور / اسامه رستم عزيز ماضي دكتوراه هندسة إنشائية (1981) عضو 5 أستاذ مساعد وأستاذ مشارك كلية الهندسة الجامعة الاردنية رئيس هيئة مديرين / الإئتلاف للإستثمارات الهندسية (ماضي وشركاهم) رئيس هيئة مديرين شركة العقبة للتعليم رئيس هيئة مديرين شركة الهضاب للإستثمارات السياحية والعقارية 3 السيد / عمار وائل عزت السجدي ماجستير هندسة اتصالات (1990) عضو 5 مهندس في شركة فلسطين الهندسية للمصاعد مدير دائرة اوراكل في مكتب الهندسة والكمبيوتر عضو هيئة مديرين ومدير دائرة البرمجيات في شركة فلسطين الهندسية عضو مجلس إدارة / جمعية شركات تقنية المعلومات الاردنية int@j عضو هيئة ادارية – الجمعية الاردنية للحاسبات مدير عام شركة البرمجيات المتـقدمة مدير مشارك شركة مسار للحلول النقالة عضو هيئة مديرين شركة فلسطين لتطوير انظمة التحكم الالكتروني عضو هيئة مديرين في الشركة المتخصصة لتقنيات قواعد البيانات السيد / معن علي محمد السحيمات بكالوريوس رياضيات (1994) عضو في لجنة التدقيق إعتباراً من 27 / 10 / 2020 بعد إجتماع رقم 4 عضو 1 مسؤول إنتـاج / المصنع الأردني للبصريات مدير في شركة تجارية خاصة مساعد مدير عام شركة الشرق العربي للإستثمارات المالية والإقتصادية م.ع عضو مجلس إدارة ومدير عام شركة المجموعة الأولى للإتصالات م.ع مدير عام شركة الشرق العربي للإستثمارات المالية والإقتصادية م.ع سابقاً رئيس / عضو في مجلس إدارة عدد من المؤسسات والشركات - سابقاً اجتمعت لجنة التدقيق مع المدقق الخارجي مرة واحده خلال عام 2020 من غير حضور أي من أشخاص الإدارة التنفيذية العليا .
AEIV|2021-05-04|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|ar|9,AEIV,2021-05-04,ar,DisclosuresDirectorsReport,0.0007,0,none,,False,False,,0,عضو اعتباراً من 17/04/1995 توفي بتاريخ 09/10/2020 نائب الرئيس سابقاً ماجستير سياسة واقتصاد ( 1958 ) الخبرات العملية لأعضاء مجلس الإدارة : رقم الاســــــــم الـخـبـرات الـعـمـلـيـة وأمـاكـن الـعـمـل 1 معالي / شحاده عبدالله الحمد ابو هديب 1996 - 1999 1993 - 1996 2000 - 2004 2000 - 2007 2005 - 2007 2008 - 2009 2011 حتى الان 2012 حتى الان 2012 حتى الان 2013 حتى الان 2013 - 2017 2014 – 2017 2019 حتى الان مساعد امين عمان الكبرى لشؤون التخطيط مدير دائرة العطاءات في امانة عمان الكبرى رئيس مجلس إدارة سلطة اقليم البتراء مدير عام سلطة اقليم البتراء مدير عام مؤسسة الاسكان والتطوير الحضري وزير للشؤون البلدية نائب رئيس مجلس امناء الصندوق الهاشمي لتنمية البادية عضو هيئة مديرين منطقة المفرق التنموية رئيس هيئة مديرين شركة العالم العربي للتعليم عضو مجلس امناء جامعة الشرق الاوسط عضو مجلس الاعيان عضو مجلس إدارة شركة دار الدواء م.ع رئيس هيئة مديرين في عدد من الشركات التابعة 2 المهندس / عمار وائل عزت السجدي 1985 – 1990 1990 – 1995 1995 – 2002 2011 – 2013 2015 - 2017 2002 حتى الان 2008 حتى الان 1995 حتى الان 2005 حتى الان 2019 حتى الان 2020 حتى الان مهندس في شركة فلسطين الهندسية للمصاعد مدير دائرة اوراكل في مكتب الهندسة والكمبيوتر عضو هيئة مديرين ومدير دائرة البرمجيات في شركة فلسطين الهندسية عضو مجلس إدارة / جمعية شركات تقنية المعلومات الاردنية int@j عضو هيئة ادارية – الجمعية الاردنية للحاسبات مدير عام شركة البرمجيات المتـقدمة مدير مشارك في شركة مسار للحلول النقالة عضو هيئة مديرين شركة فلسطين لتطوير انظمة التحكم الالكتروني عضو هيئة مديرين في الشركة المتخصصة لتقنيات قواعد البيانات عضو هيئة مديرين شركة السلام للاعلام المرئي والمسموع (حياة اف ام) عضو هيئة مديرين في عدد من الشركات التابعة 3 معالي المهندس/علي محمد عطوي السحيمات 1960 – 1964 1964 – 1969 1969 – 1971 1971 – 1973 1973 – 1976 1976 – 1979 1979 – 1984 1978 – 1985 1980 – 1994 1978 – 1984 1989 – 1991 1991 – 1991 1991 – 2001 2013 - 2016 2001 - 2017 مهندس في وزارة الاشغال العامة مدير مشاريع في السعودية مسؤول عن تخطيط الطرق والمطارات في المجلس القومي للتخطيط وكيل وزارة النقل اعمال خاصة / مكتب استشاري وإدارة مشاريع وزير النقل وزير دولة لشؤون رئاسة الوزراء و وزير النقل عضو اللجنة الملكية لجامعة اليرموك عضو اللجنة الملكية لجامعة مؤتة عضو المجلس الوطني الاستشاري امين عمان الكبرى نائب رئيس وزراء – وزير النقل والاتصالات عضو مجلس امناء جامعة البترا عضو في مجلس الاعيان رئيس مجلس امناء جامعة البترا عضو مجلس إدارة في عدد من الشركات - سابقـاً 4 السيد / معن علي محمد السحيمات 1989 - 1991 1991 – 1995 1995 – 1996 1996 – 2001 2001 - 2019 مسؤول إنتـاج / المصنع الأردني للبصريات مدير في شركة تجارية خاصة مساعد مدير عام / الشرق العربي للإستثمارات المالية والإقتصادية م.ع عضو مجلس إدارة ومدير عام شركة المجموعة الأولى للإتصالات م.ع مدير عام شركة الشرق العربي للإستثمارات المالية والإقتصادية م.ع رئيس / عضو في مجلس إدارة عدد من المؤسسات والشركات - سابقاً 5 السيد / اسامه رستم عزيز ماضي 1981 - 1996 1983 حتى الان 2008 حتى الان 2008 حتى الان أستاذ مساعد وأستاذ مشارك كلية الهندسة الجامعة الاردنية رئيس هيئة مديرين / الإئتلاف للإستثمارات الهندسية (ماضي وشركاهم) رئيس هيئة مديرين شركة العقبة للتعليم رئيس هيئة مديرين شركة الهضاب للإستثمارات السياحية والعقارية 6 السيد / خالد محمد فليح القضاه 2006 - 2011 2011 - 2017 2017 حتى الان رئيس قسم في المؤسسة العامة للضمان الاجتماعي مدير مديرية في المؤسسة العامة للضمان الاجتماعي مدير ادارة في المؤسسة العامة للضمان الاجتماعي 7 السيد / فايز سليمان اشتيان الضمور 2011 - 2015 1984 – 2010 1980 - 1983 1980 – 1993 2018 - 2019 نائب المدير العام / شركة ابعاد الاردن والامارات للاستثمارات التجارية نائب المدير العام ومدير الشؤون الإدارية / الاردنية السورية للنقل البري رئيس قسم الكفالات والتسهيلات لدى البنك التجاري الاردني رئيس قسم البعثات الخارجيه لدى شركة الاتصالات الاردنية (اورنج) عضو مجلس ادارة شركة داركم للاستثمار 8 السيد / بكر صديق عمر ابو سـيدو 1999 - 2009 2000 - 2008 2003 - 2009 2005 حتى الان 2010 حتى الان 2013 حتى الان عضو مجلس ادارة شركة جراسيا للتأمين نائب رئيس مجلس ادارة ومدير عام مجموعة تونيلي للدواجن (رومانيا) عضو لجنة الاستثمار والتدقيق لمجموعة تونيلي (رومانيا) مدير عام شركة سيليكت نوثربكوم للانتاج الزراعي والاعلاف (رومانيا) نائب رئيس مجلس ادارة سيدو يونيون للتطوير العقاري (رومانيا) مدير عام شركة اميال للمقاولات (دبي) 9 المرحوم / ولـيـد مثقـال داود عصفور 1960 - 2020 1962 – 1980 1977 – 1980 1977 – 1981 1970 – 1980 1980 - 1984 1993 - 1994 1994 – 1997 1995 – 1997 1997 – 2003 1970 - 2020 2007 – 2011 2011 - 2020 امين سر ثم رئيس نادي السيارات الملكي الاردني رئيس مجلس إدارة غرفة صناعة عمان نائب امين عاصمة عمان عضو في المجلس الوطني الاستشاري عضو المجلس التنفيذي لمنظمة العمل الدولية وزير الصناعة والتجارة وزير الطاقة والثروة المعدنية رئيس لجنة إدارة سوق عمان المالي نائب رئيس الاتحاد الاوروبي الاسيوي للاسواق المالية رئيس مجلس إدارة شركة الخطوط الجوية الملكية نائب سمو رئيس الصندوق الاردني الهاشمي للتنمية البشرية نائب رئيس مجلس إدارة شركة مصفاة البترول الاردنية رئيس مجلس إدارة شركة مصفاة البترول الاردنية ب- أسماء ورتب أشخاص الإدارة العليا ونبذه تعريفية عن كل منهم والخبرات العملية : رقم الاسم المنصب المؤهل العلمي الـخـبـرات الـعـمـلـيـة وأمـاكـن الـعـمـل 1 السيد / مازن مصباح احمد القديمات مواليد عام 1970 م تاريخ التعيين 05/03/2002 م المدير المالي وقائم بأعمال المدير العام بكالوريوس محاسبة وتمويل ( 1992 ) ACPA 1994 – 1998 1998 – 2001 2001 - 2001 2002 - 2010 2006 حتى الان 2007 - 2010 2008 حتى الان 2011 حتى الان 2020 حتى الان محاسب رئيسي شركة الاسد للكمبيوتر مدير حسابات شركة المجموعة الأولى للإتصالات مدير مالي الشركة التخصصية لتجارة اجهزة الاتصالات مدير حسابات / الشرق العربي للإستثمارات المالية والإقتصادية م.ع عضو هيئة مديرين شركة النخبة للخدمات المالية ذ.م.م عضو مجلس إدارة الشرق العربي للإستثمارات المالية والإقتصادية م.ع عضو مجلس إدارة / الشرق العربي للتطوير والإستثمارات م.ع مدير مــالي / الشرق العربي للإستثمارات المالية والإقتصادية م.ع نائب رئيس وعضو هيئة مديرين في عدد من الشركات التابعة 2 السيد / شادي عبدالقادر حسين برهومة مواليد عام 1979 م تاريخ التعيين 17 / 12 / 2005 مدير الحسابات بكالوريوس محاسبة ( 2002 ) ACPA 2002 – 2005 2005 – 2010 2011 حتى الان محاسب / شركة سوفت للورق الصحي محاسب رئيسي الشرق العربي للإستثمارات المالية والإقتصادية م.ع مــدير حســابات الشرق العربي للإستثمارات المالية والإقتصادية م.ع * أما في ما يخص باقي مدراء الإدارات العليا الأخرى فهي وظائف شاغرة .
AHLI|2024-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|39,AHLI,2024-04-29,en,DisclosuresChairmansStatement,0.9982,1,Cloud,Cloud,True,False,launch,1,"In 2023, we launched Qawn – a unified, social financial platform in the cloud that is the first of its kind in the MENA region."
AHLI|2024-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|10,AHLI,2024-04-29,ar,DisclosuresChairmansStatement,0.9692,1,AI/ML,AI/ML,True,False,ب+مصدر,1,وبناءً على ما سبق، واستمراراً لنهج التحول الرقمي الشـــمولي للخـــــدمات المالية والمــــصرفية بمــــــا يعزز النمــــــــــو المــــــستدام لأعمــــــال البنك وبما يتوافق وخطتنا الاستراتيجية حيث تشكل عدد حركاتنا الالكترونية ما نسبته (%87) من عدد الحركات الكلي، فقد قمنا خلال العام 2023 بتبني مجموعة من المبادرات الاستراتيجية الموجهة لتعزيز عمليات البنك بحيث أصبح البنك أكثر توجهاً وتركيزا على العميل حيث قمنا بتطبيق العديد من الأدوات التي تدرس رغبات العملاء بشرائحه المختلفة ليتم تقديم منتجات تلبي تلك الرغبات والحاجات كما توجهنا برفع كفاءة خدمة العملاء من خلال دمجها مع الذكاء الاصطناعي محققين بذلك تقدمًا ملحوظًا أضاف ميزةً تنافسيةً للبنك الأهلي الأردني بين البنوك الأخرى .
AHLI|2024-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|13,AHLI,2024-04-29,ar,DisclosuresChairmansStatement,0.8869,1,Cloud,Cloud,True,False,طبق,1,كما قمنا أيضا بتأسيس البرنامج التعليمي “ahli Future” لسد الفجوات المهارية في مجال التكنولوجيا حيث قام البنك بتوقيع شراكات بحث علمي مع بعض الجامعات الأردنية الحكومية والخاصة لتطوير منتجات وخدمات توفر الوقت والجهد على العميل وتطبق أحدث ما توصلت له التكنولوجيا والأبحاث العلمية، وفي إطار سعي البنك لتكريس جهوده نحو مستقبل أكثر استدامة تم تعزيز استدامة العمليات البنكية بتحويلها نحو الحوسبة السحابية .
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|en|67,AHLI,2024-04-29,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,True,True,launch,2,"On the other hand, the bank launched “Ahli Chat GPT,” integrating artificial intelligence functions into the bank’s chat services."
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|en|69,AHLI,2024-04-29,en,DisclosuresDirectorsReport,0.9985,1,Cloud,Cloud,False,False,adopt,1,New cloud-based technologies have been adopted to streamline operations and provide a sustainable paperless model to enhance the efficiency of banking operations.
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|22,AHLI,2024-04-29,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,True,دمج,2,كما قمنا باطلاق “ahli Chat GPT” حيث دمجنا وظائف الذكاء الاصطناعي في خدمات الدردشة الخاصة بالبنك الأهلي حيث تتيح هذه التكنولوجيا للعملاء الاستفسار عن كافة الخدمات والمنتجات وأي أسئلة قد يرغب العميل بسؤالها للاجابة عليها مباشرة، كما قمنا باعتماد تقنيات جديدة تستند إلى الحلول السحابية لتبسيط العمليات وتقديم نموذج عمل مستدام خالي من الاوراق لزيادة كفاءة عملياتنا البنكية .
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|96,AHLI,2024-04-29,en,DisclosuresDirectorsReport,0.9984,1,AI/ML,AI/ML,False,False,,1,"Additionally, we collaborate with several schools and universities by offering advanced technology and artificial intelligence programs & activities."
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|98,AHLI,2024-04-29,en,DisclosuresDirectorsReport,0.9985,1,AI/ML,AI/ML,False,False,,1,"For instance, we supported the “Eureka Academy Education Project - Phase Three.” This project aims to train and prepare 1,000 male and female students from 100 public schools in various technology-related courses, including artificial intelligence, programming, and information security."
AHLI|2024-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|56,AHLI,2024-04-29,ar,DisclosuresDirectorsReport,0.9985,1,AI/ML,AI/ML,False,False,,1,الابتكار والإبداع المجتمعي : نقوم بدعم العديد من البرامج التي تشجع الابتكار والبحث العلمي وريادة الأعمال في العديد من القطاعات بالاضافة إلى التعاون مع العديد من المدارس والجامعات من خلال تقديم دورات التكنولوجيا المتقدمة والذكاء الاصطناعي بالاضافة إلى تعزيز المشاريع والأعمال الريادية المعنية بالتطوير في مختلف القطاعات عن طريق التكنولوجيا، حيث قمنا بدعم «مشروع مؤسسة أكاديمية يوريكا للتعليم التكنولوجي بمرحلته الثالثة» والذي يعنى بتدريب وتأهيل ألف طالب وطالبة من 100 مدرسة حكومة على مساقات مختلفة بالتكنولوجيا منها الذكاء الاصطناعي والبرمجة إضافة إلى أمن المعلومات.
AHLI|2024-04-29|NotesListOfNotes|jsc-rep_AdoptionOfNewAndRevisedInternationalFinancialReportingStandards|0|ar|36,AHLI,2024-04-29,ar,NotesListOfNotes,0.0006,0,none,,False,False,,0,تعديلات على معيار المحاسبة الدولي 7 قائمة التدفقات النقدية والمعيار الدولي لإعداد التقارير المالية 7 الأدوات المالية: الإفصاحات - ترتيبات تمويل الموردين تضيف التعديلات هدف إفصاح إلى معيار المحاسبة الدولي (7) ينص على أن المنشأة مطالبة بالإفصاح عن معلومات حول ترتيبات تمويل الموردين الخاصة بها والتي تمكن مستخدمي القوائم المالية من تقييم آثار تلك الترتيبات على التزامات المنشأة وتدفقاتها النقدية.
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|0,AIFE,2024-03-14,en,DisclosuresDirectorsReport,0.9956,1,AI/ML,AI/ML,False,False,,1,"Twenty-one: The university’s contribution to serving the local community for the year 2023 1) Appointing two representatives on the Council of the Center for Counseling, Continuing Education and Community Service from actors in the local community. 2) Holding a free training course for Giza Municipality employees, “AutoCAD Engineering Drawing,” in cooperation with the Giza Municipality. 3) Training workshop/seminar entitled (Energy, renewable energy and its applications). 4) Holding a training workshop entitled “The Importance of Science, Technology and Space” presented by the academic department at the Regional Center for Teaching Space Science and Technology/The Royal Jordanian Geographical Center. 5) An awareness seminar entitled “Combat Human Trafficking” delivered by Major Muhammad Khalifat, Director of the Anti-Human Trafficking Unit - Criminal Investigation. 6) Lecturers entitled (Artificial Intelligence, Chat GPT, Where to?) in cooperation with the College of Information Technology. 7) Organizing a blood donation campaign in cooperation with the “We” volunteer platform affiliated with the Crown Prince Foundation, the Deanship of Student Affairs, and the Blood Bank (Ministry of Health). 8) Participation in the Dafa volunteer campaign in cooperation with the Community Service and Cultural Activities Committee at the university."
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|ar|5,AIFE,2024-03-14,ar,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,,1,6)محاضرو بعنوان (الذكاء الاصطناعي Chat GPT الى اين ؟) بالتعاون مع كلية تكنولوجيا المعلومات.
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|5,AIFE,2024-03-14,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,Supporting the rehabilitation of artificial intelligence laboratories with the latest equipment.
AIFE|2024-03-14|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|5,AIFE,2024-03-14,ar,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,,1,دعم تأهيل مختبرات الذكاء الاصطناعي بأحدث المعدات.
AMAL|2025-04-24|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|3,AMAL,2025-04-24,en,DisclosuresDirectorsReport,0.9984,1,Cloud,Cloud,False,False,,1,Enhancement of cloud-based systems high availability and disaster recovery.
APOT|2022-04-27|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|55,APOT,2022-04-27,en,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,True,False,operate,1,"To realize the aspects of this strategic pillar, the Company’s plans in 2022 include applying the digital transformation strategy and artificial intelligence applications with the aim of digitizing the APC’s administrative and operating processes."
APOT|2022-04-27|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|33,APOT,2022-04-27,ar,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,True,False,بنى,1,أما الاستعداد للتغيير الحتمي، محور الاستراتيجية الثالث، الذي يهدف إلى تطوير إمكانيات الشركة من حيث القدرة على التعامل مع التغيرات المتقلبة والسريعة، وتوفير المرونة في استثمار الفرص أثناء تطبيق النموذج التشغيلي من خلال التركيز على الابتكار، وتبني أفكار خلّاقة لتحسين منتجات الشركة الحالية، وتطوير منتجات جديدة تقدم حلولاً لمشاكل المستهلكين، إلى جانب تفعيل الكفاءة والفاعلية في جميع خطوط الإنتاج، فستعمل الشركة خلال العام 2022 على تطبيق استراتيجية للتحول الرقمي وآليات الذكاء الاصطناعي تهدف إلى رقمنة كافة عمليات الشركة الإدارية والتشغيلية.
APOT|2022-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|en|68,APOT,2022-04-27,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,"The Executive Management has also commenced the application of digital reporting methods that were made available to decision makers, in addition to evaluating and studying the application of artificial intelligence in sites where such solutions could be relevant."
APOT|2022-04-27|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|33,APOT,2022-04-27,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,False,ب+مصدر,1,ومن أجل الاستعداد للتغير الحتمي، بدأت الإدارة التنفيذية بإعداد خطة للتحول الرقمي في العام 2021 تهدف إلى رقمنة جميع العمليات الإدارية والتشغيلية في الشركة؛ بحيث تمتد هذه الخطة من الأمور الإدارية لموظفي الشركة إلى المتعاملين الرئيسيين فيها كالموردين والزبائن، كما تشمل هذه الخطة الإدارة الرقمية، وأساليب الرقابة والتحكم عن بُعد في مصانع ومعدات الشركة، إضافة إلى المباشرة بتطبيق أساليب التقرير الرقمية وتوفيرها لصانعي القرار، إلى جانب عملها على تقييم ودراسة تطبيق الذكاء الاصطناعي في المواقع التي يمكن تطبيق تلك الحلول فيها، ومن المتوقع أن يتم الانتهاء من إجراءات التحول في العام 2022.
APOT|2022-04-27|NotesListOfNotes|ifrs-full_DisclosureOfEntitysReportableSegmentsExplanatory|0|en|10,APOT,2022-04-27,en,NotesListOfNotes,0.0005,0,none,,False,False,,0,"Management therefore applied the core principle of IFRS 8, Operating Segments , in determining which of the overlapping financial information sets should form the basis of operating segments."
ARBK|2023-04-30|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|13,ARBK,2023-04-30,ar,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,,1,بالإضافة الى ما سبق يعمل البنك على ركائز يقود بموجبها استراتيجيته الرقمية وتلك الخاصة بالابتكار ومن أهمها الذكاء الاصطناعي والتحليل الاستباقي.
